IKIDEN	Country	prod1	prod2	prod3	prod4	prod5	prod6	prod7	prod8	prod9	prod10	prod11	prod12	prod13	prod14	prod15	prod16	prod17	prod18	prod19	prod20	prod21	prod22	prod23	prod24	prod25	prod26	prod27	prod28	prod29	prod30	Who	Frequence	When	Taste	Healthy	Pleasure	No preparation	Ways	Guest	Authentic	Not expensive	Supermarket	Deli	Caterer	Fish shop	Market	Mobile van	Everyday	Special	Day snack	Evening snack	Aperitif	Starter	Salad	Cooked meal	Sandwich	Main	Vegetable	Lemon	Bread, butter	Lemon, bread, butter	C. fraîche	C. fraîche with herbs	Fresh cheese	Fresh cheese with herbs	Shallots	Mustard	Butter	Black pepper	Horseradish	Scottish	Norwegian	Atlantic	Irish	Wild	Do not know	Colour	Price	Origin	Brand	Advertising	Glossiness	Packaging	Labelling information	Number slices	Weight	Use by date	Usual brand	Appetising	Firm	Regular	Nice colour	Nice odour	Smooth texture	Firm texture	Greasy mouth	Characteristic taste	Not too salty 
32041	Milan	-0,2516	-0,2516	0,5032	-1,0063	1,2579	1,2579	1,2579	-1,761	1,2579	-0,2516	0,5032	-0,2516	1,2579	-0,2516	-1,0063	-0,2516	2,0126	0,5032	-0,2516	0,5032	1,2579	-0,2516	-1,0063	-1,0063	-1,761	-1,0063	-0,2516	-1,0063	1,2579	-1,0063	Adults	Once every 2 weeks	All year round	Comp. Agree	Most. Agree	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Most. Agree	Neither	Yes	Yes	No	No	No	No	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	Yes	Yes	No	No	No	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	Yes	Yes
32042	Milan	-0,1857	1,406	-0,1857	1,406	-0,1857	1,406	-0,9815	-0,9815	-0,9815	0,6101	-0,9815	-0,9815	-0,1857	1,406	-0,1857	-0,9815	-0,1857	-0,1857	-0,1857	-0,1857	-0,9815	1,406	-0,1857	-2,5732	1,406	0,6101	0,6101	-0,9815	1,406	0,6101	Both	Once every 2 weeks	All year round	Comp. Agree	Comp. Agree	Neither	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Yes	Yes	No	No	No	No	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No	Yes	No	No	No	Yes	No	No	No	Yes	No	No	Yes	Yes	No	Yes	No	No	Yes	No	No	Yes	No	No	No	Yes	No	No	Yes	No	Yes	No	No	Yes	No	No	No	Yes	No	No
32043	Milan	-0,9884	0,9043	-1,6193	0,2734	0,9043	-0,3575	-0,3575	0,2734	1,5352	-0,3575	1,5352	-1,6193	-0,3575	0,9043	-0,9884	-0,3575	0,9043	-1,6193	-0,3575	0,2734	0,9043	0,2734	0,2734	-0,9884	0,9043	-0,3575	1,5352	1,5352	-1,6193	-0,9884	Adults	Once a month	Special celebration	Comp. Agree	Neither	Comp. Agree	Most. Agree	Most. Agree	Comp. Agree	Most. Agree	Most. Disa.	Yes	Yes	No	No	No	No	No	Yes	No	Yes	Yes	No	No	No	Yes	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	No	Yes	No	No	No	No	No	Yes	Yes	No	No	No	No	Yes	Yes	No	No	Yes	No	No
32044	Milan	0,542	-1,1695	-1,1695	1,3977	0,542	1,3977	1,3977	0,542	-1,1695	-0,3138	-2,0253	-0,3138	-1,1695	-0,3138	1,3977	-0,3138	0,542	-0,3138	0,542	-1,1695	-1,1695	1,3977	0,542	0,542	-1,1695	0,542	0,542	1,3977	-1,1695	-0,3138	Both	Once every 2 weeks	Only the winter	Most. Agree	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Neither	Yes	Yes	No	Yes	Yes	No	Yes	No	Yes	Yes	Yes	No	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	Yes	Yes	No	No	No	No	No	Yes	No	Yes	Yes	No	Yes	No	No	Yes	No	No	No	No	No	Yes
32045	Milan	-0,4938	1,0387	1,5495	0,017	-1,5155	-1,5155	-0,4938	0,5279	-1,5155	-1,5155	0,017	1,0387	0,5279	-0,4938	1,0387	-1,0046	1,0387	1,5495	0,5279	0,5279	-2,0263	0,5279	0,5279	-0,4938	0,5279	0,5279	1,0387	0,5279	-1,0046	-1,0046	Both	Once every 2 weeks	All year round	Comp. Agree	Neither	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Most. Disa.	Neither	Yes	Yes	No	No	No	No	No	Yes	No	Yes	Yes	Yes	Yes	Yes	No	No	No	Yes	Yes	No	No	No	Yes	No	No	No	No	No	No	Yes	Yes	No	No	Yes	No	Yes	No	Yes	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No	Yes	No	Yes	No	No	Yes
32046	Milan	-0,4171	1,215	-1,5051	-0,4171	0,671	0,1269	0,671	0,671	1,215	0,1269	0,671	0,1269	1,215	-1,5051	-0,4171	0,671	0,671	1,215	-2,0491	-2,0491	0,671	1,215	-0,4171	0,1269	0,671	0,1269	0,1269	-0,9611	-0,4171	-2,0491	Both	Once every 2 weeks	All year round	Comp. Agree	Most. Agree	Neither	Comp. Agree	Comp. Agree	Most. Agree	Neither	Neither	Yes	No	No	No	No	No	Yes	No	No	Yes	Yes	Yes	No	No	No	Yes	Yes	No	Yes	No	No	No	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	Yes	No	No	No	No	Yes	No	No	No	No	Yes	No	No	No	Yes	No	Yes
32047	Milan	0,7809	-1,6427	0,377	0,377	1,1849	-0,8348	-2,0466	-0,4309	0,377	1,1849	0,7809	-1,2387	-0,8348	-1,6427	-1,2387	1,1849	-0,0269	0,377	0,7809	1,1849	1,1849	0,7809	0,377	-0,0269	-0,4309	0,7809	-0,8348	-0,0269	1,1849	-1,6427	Both	Once every 2 weeks	All year round	Comp. Agree	Most. Agree	Comp. Agree	Most. Agree	Comp. Agree	Neither	Most. Agree	Most. Disa.	Yes	Yes	No	No	No	No	Yes	Yes	No	Yes	Yes	Yes	No	No	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	No	No	No	No	Yes	Yes	No	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	Yes	Yes	No
32048	Milan	0,1892	-0,684	0,6258	-0,684	0,1892	-0,2474	-0,684	1,0624	-0,2474	-1,9939	0,6258	-1,5573	0,1892	-0,2474	0,1892	1,0624	1,0624	1,0624	1,0624	0,6258	1,0624	1,0624	0,1892	-1,5573	0,6258	-2,4305	0,6258	-1,1207	1,0624	-1,1207	Adults	Once every 2 weeks	All year round	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Most. Agree	Most. Agree	Most. Agree	Neither	Yes	Yes	No	No	Yes	No	No	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	No	No	Yes	No	Yes	No	Yes	No	No	No	No	No	No	No	Yes	Yes	Yes	No	No	Yes	Yes	Yes	Yes	No	No	Yes	No	No	Yes	No	No	Yes	No	No	Yes	No	No	No	No	Yes	No
32049	Milan	1,0564	1,0564	-0,2113	0,4226	1,0564	1,0564	0,4226	-0,8452	1,0564	-0,2113	-0,8452	-1,479	0,4226	0,4226	0,4226	-2,7468	0,4226	1,0564	1,0564	-0,8452	1,0564	0,4226	-0,8452	-0,2113	-2,1129	0,4226	-1,479	-0,2113	-0,2113	0,4226	Both	Once every 2 weeks	All year round	Comp. Agree	Neither	Most. Agree	Comp. Agree	Comp. Agree	Neither	Neither	Neither	No	No	No	No	Yes	Yes	Yes	No	No	No	Yes	No	No	No	No	No	Yes	Yes	No	Yes	No	No	No	No	No	No	No	Yes	No	No	Yes	Yes	No	No	No	Yes	No	Yes	No	No	No	No	No	No	Yes	No	No	Yes	No	No	Yes	No	No	No	No	Yes	No
32050	Milan	-1,4799	-0,4709	-0,4709	-1,4799	0,5381	1,5471	-0,4709	0,5381	1,5471	0,5381	0,5381	0,5381	0,5381	-0,4709	1,5471	0,5381	-0,4709	0,5381	1,5471	-0,4709	-0,4709	-1,4799	-0,4709	-1,4799	-1,4799	-1,4799	0,5381	1,5471	0,5381	-0,4709	Both	Once a month	All year round	Most. Agree	Neither	Most. Agree	Comp. Agree	Comp. Agree	Most. Agree	Neither	Neither	Yes	No	No	Yes	No	No	No	Yes	No	No	Yes	Yes	No	Yes	No	No	No	No	No	Yes	No	No	Yes	No	No	No	No	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	Yes	No	No	No	No	Yes	No	No	Yes	No	No	No	No	Yes	No
32051	Milan	0,5789	1,2736	0,9262	-0,8105	0,5789	0,5789	1,2736	0,9262	1,2736	0,2316	-0,8105	-0,4631	-1,5051	0,2316	0,5789	-1,5051	-0,4631	0,2316	-0,8105	0,2316	-0,8105	1,2736	1,2736	-1,5051	-1,5051	-1,5051	-0,1158	-1,5051	1,2736	0,5789	Both	Once a week or more	All year round	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Most. Agree	Yes	Yes	No	No	No	No	Yes	No	Yes	No	Yes	Yes	No	No	Yes	Yes	Yes	No	Yes	No	Yes	No	No	Yes	No	No	No	No	No	Yes	Yes	No	Yes	No	No	Yes	No	Yes	Yes	No	Yes	Yes	Yes	No	Yes	No	No	No	No	No	Yes	No	No	No	Yes	Yes	No
32052	Milan	0,9571	0,0309	0,0309	0,9571	0,9571	0,9571	0,9571	0,9571	0,0309	-1,8216	-1,8216	0,9571	-0,8954	0,9571	0,0309	0,0309	0,0309	0,9571	0,9571	0,9571	-1,8216	0,9571	-1,8216	0,0309	-1,8216	0,0309	0,0309	-0,8954	0,0309	-0,8954	Adults	Once every 2 weeks	All year round	Most. Agree	Most. Agree	Comp. Agree	Most. Agree	Most. Agree	Most. Agree	Most. Agree	Neither	Yes	No	Yes	No	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No	Yes	No	Yes	No	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	Yes	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No	Yes	No
32053	Milan	0,3449	1,1407	-0,451	0,3449	-1,2468	0,3449	-1,2468	0,3449	-1,2468	1,1407	-1,2468	0,3449	-1,2468	0,3449	1,1407	0,3449	-0,451	-1,2468	1,1407	1,1407	-1,2468	1,9365	1,9365	0,3449	-0,451	-1,2468	0,3449	-1,2468	0,3449	-0,451	Both	Once every 2 weeks	All year round	Comp. Agree	Most. Agree	Neither	Comp. Agree	Most. Agree	Most. Agree	Neither	Most. Disa.	Yes	No	No	No	No	No	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	No	Yes	No	No	No	Yes	No	Yes	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	Yes	Yes	No	Yes	No	Yes	No	No	Yes	No	No	No	No	Yes	No
32054	Milan	-1,3613	-0,5363	1,5263	1,1138	1,5263	-0,1238	-0,5363	0,2888	-0,1238	1,1138	0,2888	1,1138	0,7013	-0,9488	0,7013	-0,5363	1,1138	-1,3613	0,7013	-1,7738	-1,7738	0,2888	-0,5363	1,5263	-1,3613	-0,9488	0,7013	0,2888	-0,9488	-0,1238	Adults	5 to 6 times a year	Only the winter	Most. Agree	Neither	Comp. Agree	Most. Agree	Most. Agree	Comp. Agree	Most. Agree	Neither	Yes	Yes	No	No	No	No	No	Yes	Yes	No	Yes	Yes	No	No	Yes	No	No	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	Yes	No	Yes	No	No	No	No	Yes	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No	No	Yes
32055	Milan	-1,6718	-0,4917	-1,0818	1,8685	0,0983	0,0983	-0,4917	-0,4917	-0,4917	1,2784	1,2784	-0,4917	0,6884	-1,6718	-1,0818	-0,4917	0,6884	1,2784	-1,0818	-0,4917	0,6884	-0,4917	0,0983	-1,0818	-0,4917	-0,4917	1,8685	1,8685	0,0983	0,6884	Adults	5 to 6 times a year	Only the winter	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Neither	Most. Agree	Most. Agree	Comp. Disa.	No	Yes	No	No	No	No	No	Yes	No	Yes	Yes	Yes	No	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No	Yes	No	No	No	No	Yes	No	Yes	No	No	No	No	Yes	No	No	No	Yes	No	No	No	Yes	No
32056	Milan	-0,1293	0,1939	0,5171	-1,4221	1,1635	-0,7757	-1,4221	1,1635	0,5171	-1,4221	-1,4221	1,1635	0,1939	-1,4221	-1,0989	1,1635	-1,0989	1,1635	-1,4221	-0,7757	-1,0989	0,5171	0,1939	0,5171	1,1635	0,1939	0,5171	1,1635	1,1635	0,8403	Both	Once every 2 weeks	All year round	Comp. Agree	Most. Agree	Most. Agree	Most. Agree	Most. Agree	Comp. Agree	Most. Agree	Comp. Disa.	Yes	No	No	No	Yes	No	Yes	Yes	No	Yes	Yes	Yes	No	No	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	No	No	Yes	Yes	No	No	Yes	No	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No
32057	Milan	0,3721	0,8574	-0,5986	-0,1132	-2,0545	-0,5986	-1,0839	-2,0545	0,8574	0,3721	-0,1132	-1,5692	-1,0839	0,3721	0,8574	1,3427	0,3721	1,3427	0,8574	0,8574	1,3427	1,3427	-0,5986	-0,1132	0,3721	0,3721	-1,0839	0,3721	-1,5692	0,3721	Adults	Once a week or more	All year round	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Yes	Yes	No	No	No	No	No	No	Yes	Yes	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes
32058	Milan	0,3962	0,3962	1,0954	1,0954	0,3962	0,3962	0,3962	1,0954	0,3962	0,3962	0,3962	0,3962	-1,7014	0,3962	-0,303	-0,303	1,0954	1,0954	-0,303	-0,303	-1,7014	-0,303	0,3962	0,3962	-3,7989	-1,0022	-0,303	-0,303	-0,303	0,3962	Adults	Once a month	All year round	Comp. Agree	Comp. Agree	Most. Agree	Most. Agree	Comp. Agree	Comp. Agree	Most. Agree	Most. Agree	No	No	No	Yes	No	No	No	Yes	No	Yes	Yes	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No	Yes	No
32059	Milan	0,3378	-0,4417	1,1174	1,1174	1,1174	-1,2213	1,1174	0,3378	-0,4417	0,3378	-1,2213	-0,4417	0,3378	-2,0008	0,3378	-0,4417	0,3378	1,1174	1,1174	-1,2213	-2,0008	-0,4417	-2,0008	-0,4417	1,1174	1,1174	1,1174	0,3378	0,3378	-0,4417	Both	Once every 2 weeks	All year round	Comp. Agree	Most. Agree	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Neither	Neither	Yes	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No	Yes	Yes	Yes	Yes	No	No	No	No	No	Yes	Yes	No	No	No	No	No	Yes	No	No	No	Yes	Yes
32060	Milan	-0,3714	0,1857	-0,3714	-0,3714	0,1857	-1,4856	-0,3714	-1,4856	0,7428	-0,9285	-0,9285	-0,3714	1,2999	0,7428	0,1857	-1,4856	-0,3714	1,2999	1,2999	0,7428	-2,0426	-0,9285	0,1857	1,857	0,7428	1,2999	-0,3714	1,2999	-0,9285	0,7428	Both	Once a month	All year round	Most. Agree	Most. Disa.	Most. Agree	Comp. Agree	Most. Agree	Most. Disa.	Most. Disa.	Most. Agree	Yes	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	No	No	Yes	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No	No	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No
32062	Milan	1,4812	1,058	0,2116	-0,2116	1,058	-0,6348	1,4812	-0,6348	1,058	-1,4812	-0,6348	-0,2116	1,058	1,058	-1,4812	0,6348	0,6348	0,2116	1,058	-1,4812	0,2116	-1,058	-1,058	0,6348	-1,058	-0,6348	-1,4812	0,6348	-1,4812	1,058	Both	Once a month	All year round	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Most. Agree	Yes	No	No	No	No	No	Yes	Yes	No	Yes	Yes	Yes	No	No	Yes	No	Yes	No	Yes	No	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes	Yes	No	Yes	No	No	No	Yes	No	Yes	No	No	No	No	No	Yes	No	Yes
32063	Milan	1,375	0,125	0,75	0,125	-2,375	1,375	-1,75	0,75	0,75	0,75	-0,5	0,125	0,125	0,75	-1,125	0,125	-1,125	0,75	0,75	0,75	-1,75	-1,125	-1,125	1,375	0,125	1,375	-0,5	-0,5	0,125	-0,5	Adults	Once a week or more	Only the winter	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Most. Disa.	Yes	Yes	No	No	No	No	Yes	No	No	Yes	Yes	Yes	No	No	No	No	Yes	No	Yes	No	Yes	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	No	No	No	No	No	Yes	Yes	Yes	No	No	No	Yes	No	No	No	Yes	No	Yes
32064	Milan	0,0455	0,0455	0,9562	0,5009	1,4115	0,9562	0,9562	-0,4098	-0,8651	-1,7758	0,5009	-0,4098	-1,3205	-1,3205	0,9562	-0,4098	0,5009	0,0455	-0,4098	-2,2311	-1,3205	-1,3205	1,4115	0,5009	0,9562	1,4115	0,0455	0,5009	0,9562	-0,8651	Both	Once a month	All year round	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Yes	Yes	No	Yes	No	No	No	Yes	Yes	Yes	No	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No	No	Yes	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	Yes	No	No	Yes
32065	Milan	0,2529	-0,6954	-0,6954	0,727	1,2011	0,2529	0,2529	1,2011	0,727	-0,6954	0,727	-1,1695	1,2011	1,2011	1,2011	-2,1177	-0,2212	0,727	-0,6954	-1,6436	-1,1695	1,2011	-0,6954	1,2011	-1,1695	-0,6954	0,2529	0,727	-1,6436	0,2529	Adults	5 to 6 times a year	Only the winter	Most. Agree	Neither	Neither	Most. Agree	Most. Agree	Most. Agree	Neither	Most. Disa.	Yes	No	No	No	No	No	Yes	Yes	No	No	Yes	No	No	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No	Yes	No	Yes	No	No	Yes	No	No	No
32066	Milan	-0,5454	0,6233	-1,714	-0,5454	1,2076	0,039	-1,1297	-1,714	0,6233	1,2076	-1,1297	-1,1297	1,2076	1,2076	0,6233	0,039	0,6233	1,2076	-0,5454	-0,5454	1,2076	-0,5454	0,6233	0,039	0,039	-1,714	0,6233	1,2076	0,6233	-1,714	Adults	Once every 2 weeks	All year round	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Yes	No	No	No	No	No	Yes	No	No	Yes	Yes	Yes	No	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	No	Yes	No	No	No	Yes	Yes	No	No	No	Yes	No	Yes	No	No	No	No	Yes	No	No	No	Yes	No	No	No	Yes	Yes	No	No	No	Yes	No
32067	Milan	-1,1843	-1,1843	-2,1712	0,7895	0,7895	-0,1974	0,7895	-1,1843	-0,1974	-0,1974	-0,1974	-1,1843	-0,1974	1,7765	-0,1974	0,7895	-1,1843	0,7895	1,7765	-1,1843	-1,1843	0,7895	1,7765	0,7895	-0,1974	0,7895	0,7895	-0,1974	-0,1974	-0,1974	Both	Once a month	All year round	Comp. Agree	Most. Agree	Comp. Agree	Neither	Comp. Agree	Most. Agree	Comp. Agree	Most. Disa.	Yes	Yes	No	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No	No	Yes	No	Yes	No	No	Yes	No	No	Yes	No	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	Yes	Yes	No
32068	Milan	-1,2185	1,2739	-0,3877	1,2739	0,4431	-0,3877	-0,3877	-1,2185	0,4431	-1,2185	1,2739	0,4431	0,4431	1,2739	0,4431	0,4431	-0,3877	1,2739	1,2739	0,4431	-2,88	-0,3877	0,4431	0,4431	-1,2185	-0,3877	-1,2185	-1,2185	0,4431	0,4431	Both	Once a month	All year round	Comp. Agree	Most. Agree	Most. Agree	Comp. Agree	Comp. Agree	Most. Agree	Neither	Neither	Yes	Yes	No	No	No	No	No	Yes	Yes	No	Yes	Yes	No	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	No	Yes	No	No	No	Yes	No	Yes	No	No	Yes	Yes	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	Yes	No	No	Yes	No	Yes	No
32069	Milan	0,4272	-0,5981	1,4524	-0,0854	-0,0854	0,4272	0,4272	0,9398	-1,1107	-2,1359	0,4272	0,9398	0,4272	-1,6233	-1,6233	1,4524	-0,0854	-0,0854	1,4524	-0,5981	-1,1107	1,4524	-1,6233	-0,5981	0,4272	0,9398	-0,5981	-0,5981	0,9398	0,4272	Both	Once every 2 weeks	All year round	Neither	Most. Agree	Most. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Comp. Disa.	Yes	Yes	No	No	No	No	No	Yes	No	No	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	Yes	No	No	No	Yes	Yes	Yes	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	Yes	No	Yes
32070	Milan	0,5623	-1,9681	0,5623	0,5623	-0,2812	-0,7029	0,1406	0,1406	0,5623	0,5623	-0,2812	-1,9681	0,9841	0,9841	0,5623	-1,9681	0,9841	0,9841	0,9841	0,1406	-1,9681	0,5623	0,9841	-1,1246	-0,2812	0,1406	-0,2812	-1,5464	0,9841	0,9841	Both	Once a month	All year round	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Most. Agree	Most. Agree	Most. Agree	Most. Agree	Yes	Yes	No	No	No	No	No	Yes	No	Yes	Yes	Yes	No	No	No	Yes	Yes	No	Yes	No	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	Yes	No	Yes	No	No	No	No	Yes	No	No	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	No
32071	Milan	0,1472	-0,4837	1,409	0,1472	-0,4837	0,1472	-1,1146	-1,1146	1,409	-1,7455	1,409	1,409	0,1472	-1,1146	0,7781	-1,1146	1,409	1,409	-1,1146	-0,4837	-2,3764	0,1472	-0,4837	0,1472	0,7781	0,7781	0,1472	0,1472	0,1472	-0,4837	Both	Once every 2 weeks	All year round	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Yes	No	No	No	No	No	No	Yes	Yes	No	Yes	Yes	No	Yes	Yes	No	No	No	Yes	No	No	No	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	Yes	No	No	No	Yes	No	Yes
32072	Milan	-0,7371	0,6895	0,6895	2,1161	-0,0238	0,6895	-0,7371	0,6895	1,4028	-0,0238	1,4028	0,6895	-1,4503	-1,4503	-0,7371	-0,0238	-1,4503	-1,4503	0,6895	-0,0238	-0,7371	-0,7371	-1,4503	-0,7371	1,4028	-0,0238	0,6895	-0,0238	1,4028	-0,7371	Adults	3 to 4 times a year	Only the winter	Most. Agree	Most. Agree	Most. Agree	Most. Agree	Comp. Agree	Comp. Agree	Neither	Neither	Yes	No	No	Yes	No	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	Yes	No	Yes	No	No	No	No	No	No	Yes	No	No	Yes	Yes	No	No	No	No	Yes	No	Yes	No	No	No	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	No	No	No	No	No
32073	Milan	0,7138	0,1785	0,7138	0,7138	0,1785	-0,8923	1,2492	-2,4984	0,7138	-0,8923	-0,3569	-1,4277	-0,8923	0,7138	0,7138	-0,8923	-0,3569	0,1785	0,7138	1,2492	-1,4277	-0,3569	1,2492	-1,963	1,2492	1,2492	0,1785	-0,3569	0,7138	-0,3569	Both	5 to 6 times a year	All year round	Comp. Agree	Most. Agree	Most. Agree	Most. Disa.	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	No	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	No	No	Yes	No	No	No	Yes	No	No
32074	Milan	1,1973	-0,3312	-0,3312	-0,3312	-1,8596	-1,0954	-1,0954	1,1973	1,1973	-0,3312	1,1973	1,1973	0,4331	1,1973	-0,3312	1,1973	0,4331	-1,0954	-0,3312	-1,8596	-1,0954	1,1973	-0,3312	-1,8596	0,4331	0,4331	0,4331	-0,3312	-0,3312	1,1973	Adults	Once a month	All year round	Comp. Agree	Most. Agree	Most. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Neither	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	Yes	No	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	Yes	No	No	No	No	Yes	No	Yes	No	No	Yes	No	Yes	No	No	Yes	No	Yes	No	No	Yes	Yes	No	No	No	Yes	No	No	No	No	Yes	Yes
32075	Milan	0,5781	-0,0642	-0,0642	-0,0642	0,5781	-0,0642	-0,7066	0,5781	0,5781	1,8629	-0,7066	-1,9914	-0,7066	-0,0642	-0,7066	-1,349	-0,0642	1,2205	1,2205	-0,0642	-1,349	-0,7066	1,2205	-0,0642	-1,349	1,8629	-1,349	-0,7066	1,2205	1,2205	Both	Once every 2 weeks	All year round	Comp. Agree	Neither	Most. Agree	Most. Agree	Most. Agree	Most. Agree	Comp. Agree	Neither	Yes	Yes	No	No	No	No	Yes	Yes	No	No	No	Yes	No	No	Yes	No	No	No	Yes	No	No	No	No	No	No	No	Yes	No	No	Yes	Yes	No	No	No	No	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No
